3,187
17,59
2,1
1,52
67,69
1,726
1,80
1,1
1,482
4,10
1,664
1,60
1,1029
1,1083
1,93
1,784
1,79
1,78
1,1
1,241
1,1386
1,57
51,51
1,47
1,42
1,1
1,29
17,39
2,9
9,489
1,1
1,488
1,965
8,44
1,1023
1,144
1,7
1,481
1,23
1,1
1,1266
1,1150
5,1
1,30
1,73
4,58
1,30
1,241
1,18
1,367
2,53
1,667
1,248
1,1
1,1
1,1268
1,849
1,361
1,1
18,34
1,184
1,1
1,1266
1,1
1,1384
19,488
1,33
1,544
1,58
1,721
1,249
1,35
1,22
1,9
2,38
1,73
1,9
1,1387
1,181
1,1
1,150
1,46
69,29
1,907
1,963
1,10
8,59
1,1027
1,8
4,1
1,15
1,93
36,33
55,26
1,1089
36,33
2,1
8,249
5,1
1,601
1,1203
4,1
1,186
14,33
3,113
1,18
1,1
1,1028
1,1
1,55
1,176
4,905
1,35
1,1148
1,26
1,1269
3,1
1,95
1,305
1,76
1,1206
1,1029
1,247
1,307
4,1
1,1086
1,1
1,67
1,25
4,52
1,62
1,1330
1,604
1,101
1,6
8,1
42,55
1,135
40,243
1,15
17,14
1,52
1,55
1,3
1,85
1,1382
1,1326
5,182
1,1326
1,1
1,1330
1,37
32,250
1,727
1,1026
4,36
1,20
4,21
1,250
8,305
1,546
1,1326
1,1
1,64
1,30
1,546
1,21
97,30
1,423
52,606
1,1383
1,14
4,1
1,67
5,85
51,1
1,964
1,42
1,9
1,1
1,966
1,485
1,125
1,34
1,428
1,1387
1,602
1,70
1,1
78,1147
1,88
4,1
8,10
58,168
1,1
1,172
1,1328
1,1150
1,1
1,1
20,1083
1,22
5,9
1,9
1,24
1,6
1,15
1,248
1,1
59,1
1,1085
1,1
1,968
1,1144
1,1
1,1384
1,26
3,5
1,1385
1,245
1,727
1,1385
4,121
1,56
4,847
1,249
1,1
1,56
8,1
1,963
2,841
1,1325
1,102
1,1386
1,186
1,965
59,28
1,60
2,1383
1,1381
53,1329
1,910
1,19
8,309
1,109
1,22
8,1384
8,1
1,56
8,1
1,15
1,1
1,5
1,1384
4,2
4,47
1,910
1,3
1,31
1,57
5,186
1,10
2,1084
1,482
1,58
1,84
1,310
1,1
1,1383
1,1089
2,87
8,1264
4,59
1,7
1,790
1,62
12,65
8,430
1,723
1,1384
1,60
1,1
26,1387
1,32
14,1270
1,36
3,1
1,104
1,1
1,131
1,59
1,22
1,28
4,1085
1,250
16,244
8,79
46,9
8,1388
1,1030
29,1
1,1
3,547
1,903
1,4
4,26
1,54
1,1084
1,1266
19,29
1,53
1,1
3,4
23,363
1,54
57,789
1,186
1,245
1,8
4,70
13,425
12,8
3,11
4,243
1,7
1,2
1,1086
1,1208
1,16
1,54
1,1381
1,16
1,18
1,8
1,1
1,164
2,848
1,1023
6,85
1,19
6,55
1,1
1,120
1,1
1,244
1,1
4,1024
1,111
1,26
7,35
1,1204
1,69
1,18
1,1
1,724
1,59
1,301
1,14
1,369
2,1385
1,26
1,57
1,1088
1,1149
