1,72
1,1383
1,7
1,30
1,304
1,55
4,1264
3,6
4,849
1,27
6,23
1,73
1,1388
1,4
1,243
1,1
1,1383
8,730
1,1143
1,1381
1,93
56,1268
1,1330
1,785
3,365
1,121
69,244
1,18
1,118
29,59
1,724
1,725
1,26
1,1
2,1
1,93
4,1386
1,1
8,310
1,785
4,114
4,4
1,5
5,14
1,1381
1,250
1,1026
4,27
1,51
24,110
1,74
6,1143
1,1270
1,902
1,5
1,1
1,303
1,1385
30,57
1,670
1,124
3,3
1,1021
1,363
1,1
1,666
1,1089
1,782
1,966
29,484
1,4
1,1086
1,303
1,541
8,843
3,1030
1,1
1,1269
1,36
1,1269
1,5
1,22
6,1023
1,16
1,1388
1,27
1,601
15,1
1,49
1,63
1,3
1,34
1,1387
1,62
1,1
4,4
1,961
60,4
1,120
1,488
1,38
4,247
1,242
1,40
4,116
1,362
1,62
1,427
1,1
2,52
1,93
1,54
1,1088
1,9
46,96
2,669
5,1
1,59
1,1
1,37
1,46
1,244
1,1
1,1
1,58
1,59
4,8
1,27
5,6
1,48
2,1
1,481
1,7
1,242
1,185
1,60
4,6
3,43
1,4
1,486
1,13
25,1
1,5
1,486
1,247
1,1090
1,1141
8,1381
1,306
1,189
1,1387
1,1
4,1384
5,1326
1,1
6,1210
1,61
3,45
1,84
1,18
1,1
1,40
1,21
1,1
1,1
1,1149
10,487
15,9
1,9
1,428
1,1
40,10
1,33
1,730
1,39
4,548
3,24
1,969
8,1327
4,668
1,545
1,1266
1,66
1,32
1,726
8,102
1,10
1,1
1,49
36,1203
1,42
1,4
1,93
1,1267
15,8
1,1264
1,6
1,25
1,1
1,1
1,543
1,966
8,25
12,24
1,142
1,1
1,48
1,1209
4,610
1,307
1,902
1,110
8,23
16,1206
3,56
3,1082
1,58
5,40
13,113
1,81
4,26
1,302
4,72
4,57
100,3
1,107
1,365
5,65
1,6
1,782
1,99
1,17
1,17
1,1210
4,100
1,5
4,421
1,1386
8,1
4,32
2,307
1,2
4,6
1,26
6,422
1,1148
1,484
1,1
1,2
1,1
1,18
1,244
49,1
4,42
1,1149
1,26
1,664
1,53
1,249
1,301
1,11
1,24
1,55
1,1202
1,21
4,7
1,426
1,904
1,1
5,244
1,1
1,87
1,71
99,848
1,1089
1,1270
1,1
1,901
1,31
9,8
1,21
1,8
1,1
1,305
1,4
10,141
3,1
1,369
1,26
5,182
4,1
1,118
1,1381
1,114
1,53
1,241
8,1330
8,185
1,68
1,46
1,1
1,1084
1,11
1,368
1,365
1,9
1,53
1,46
5,1385
2,1
1,306
1,3
8,129
1,1
1,89
1,1388
1,2
1,1024
16,48
1,114
5,67
1,1
1,90
8,1024
40,30
1,143
1,1
1,249
1,1
1,248
8,28
1,481
1,21
1,188
1,51
1,11
1,39
2,1088
1,422
11,26
58,54
1,51
1,1
13,1
1,58
8,23
1,1144
1,303
1,665
8,303
1,1207
1,14
1,968
1,55
4,26
52,243
1,1148
4,95
1,53
1,541
4,146
1,58
1,541
1,1150
1,722
1,841
1,58
59,1263
46,61
4,12
1,544
28,10
49,547
1,40
78,164
1,5
5,22
1,1081
1,1
1,310
2,1
1,111
1,108
1,1148
2,244
1,1
4,23
1,54
1,57
1,307
1,25
1,103
1,1386
2,43
1,187
1,1143
1,1208
1,6
1,250
1,53
1,964
1,124
1,74
1,51
1,1202
1,6
1,54
1,249
1,609
5,243
1,1081
1,1
1,25
1,4
1,28
1,52
1,244
1,1
1,548
4,1321
1,26
1,55
1,17
1,27
1,8
14,11
1,56
1,1087
14,1
4,71
10,59
1,246
4,186
1,25
1,670
4,310
1,1
3,1202
1,37
1,20
1,907
1,53
1,16
1,1321
1,1
1,66
40,843
1,1388
1,13
1,39
11,28
1,65
1,54
4,52
1,244
29,55
1,1025
4,723
1,13
1,182
1,1389
8,483
1,1262
1,1266
1,16
1,1387
1,39
1,4
1,65
1,6
4,1270
5,1206
4,57
1,2
1,27
4,8
1,1383
1,9
1,55
1,1081
1,10
1,30
1,2
1,250
1,37
1,105
1,36
15,1265
8,1321
1,610
1,1386
8,362
1,32
1,52
4,1330
1,64
1,10
1,69
1,25
1,247
1,11
36,964
1,905
1,1323
1,1385
4,1382
1,188
1,26
1,22
5,1086
8,74
1,167
1,247
1,1086
8,12
5,47
1,785
1,5
1,56
78,36
1,41
1,38
1,39
1,55
1,57
1,606
1,1322
1,57
1,1
8,34
1,126
10,1082
1,1
1,9
1,56
1,1090
1,547
71,427
1,1382
9,57
1,71
1,1
1,43
1,1382
1,1387
1,23
1,1086
1,84
1,8
1,3
1,365
1,38
1,1383
1,1
1,245
1,30
1,21
1,1
4,78
1,3
1,40
55,3
1,1
1,845
1,1
8,1209
47,968
4,187
2,1
1,13
1,11
1,10
1,1027
82,1386
1,52
1,364
1,483
5,21
1,4
1,59
1,42
4,36
38,174
1,108
1,1
1,54
1,1
1,1326
1,174
1,1
36,26
1,1085
4,28
1,25
1,2
15,722
1,1
1,1268
1,12
1,310
1,1386
8,845
1,5
3,964
4,1
1,45
1,8
1,546
1,666
22,1030
1,101
1,545
1,56
20,8
1,6
1,7
1,1145
58,310
1,38
1,1090
1,248
35,366
1,1383
1,1386
1,1
1,37
1,6
1,1390
1,55
1,1381
1,1270
51,49
1,1327
1,1
1,1
9,59
4,134
1,116
1,730
1,1388
1,78
1,55
1,1386
1,247
1,56
1,47
1,1
1,1266
32,1083
4,186
1,7
1,1141
1,68
1,2
51,308
1,24
8,1
1,250
1,1388
1,1
5,543
1,7
5,426
1,482
1,962
1,26
1,250
1,10
55,168
8,29
1,70
1,111
1,68
1,35
1,1146
4,1381
1,88
1,8
1,58
8,96
1,42
1,1
1,63
1,8
1,1
1,28
1,547
1,2
1,2
1,53
41,76
1,967
1,905
62,59
1,1085
1,108
1,782
3,12
