8,56
38,78
1,40
1,67
1,13
1,1
1,9
1,10
1,425
8,44
1,1384
1,2
1,965
1,1
1,1
1,39
1,53
1,1
1,1261
1,1027
1,427
1,22
1,1203
1,9
1,8
1,1329
5,21
1,426
1,39
1,13
1,246
1,1265
1,606
1,541
2,34
1,20
1,17
3,76
1,1262
1,17
8,1030
1,59
4,790
1,302
4,4
1,75
5,1085
1,1
1,27
1,39
1,96
1,21
1,607
65,101
1,144
1,99
1,1385
1,541
1,1210
1,1381
1,153
55,668
1,1388
1,88
8,126
4,54
1,1144
55,39
1,1322
1,1390
1,32
1,32
1,1
20,8
1,1
5,541
1,22
1,31
1,28
1,1
1,27
79,1325
2,23
375,1
1,7
1,542
4,1
1,3
1,1022
1,95
1,488
1,1
1,669
1,9
1,29
1,13
8,59
1,59
1,1150
1,57
1,17
1,421
1,1
8,21
1,2
1,52
4,1
6,1388
1,544
1,32
1,127
11,1089
1,7
27,36
686,25
1,1389
4,1
1,1
5,1
4,1
1,2
1,10
1,1386
2,1
1,4
1,48
1,97
1,425
1,1
1,849
1,1
1,1
5,1
1,906
1,40
1,40
1,1385
4,48
4,2
33,1384
1,1205
1,4
1,30
1,58
8,21
1,19
1,22
1,1388
1,35
1,26
4,1029
8,54
1,246
1,250
1,99
1,1
1,7
2,1323
1,36
4,11
3,782
6,1264
1,10
1,39
1,51
1,65
3,18
1,1
1,904
1,1
1,106
1,1
1,14
1,605
4,541
1,20
1,5
1,1
1,55
4,75
460,188
2,181
4,550
1,1
4,1087
1,1
1,1
1,422
1,308
1,153
1,138
1,54
1,46
1,25
1,93
41,1267
1,7
1,1326
1,1389
1,51
6,27
1,1382
4,1207
1,1028
1,119
1,783
1,109
1,1028
1,1
79,56
1,1209
1,5
1,70
1,1208
1,30
1,25
3,482
1,601
1,1
1048,1262
1,605
8,1327
6,1
14,22
517,7
70,56
3,58
1,21
1,1270
1,19
1,1387
1,2
1,1268
1,1208
12,1
1,15
1,1383
1,1324
873,1
1,28
1,43
1,56
1,100
13,1389
8,905
1,4
1,22
1,966
10,422
1,33
4,25
4,65
1,665
1,245
1,185
1,41
97,250
1,1
1,94
1,38
1,7
33,33
1,6
1,1
4,66
11,1
1,105
1,909
1,1146
1,1
1,20
4,302
1,1
4,184
1,662
58,10
41,249
1,59
1,116
1,39
1,723
1,608
3,3
1,37
1,66
1,47
1,1
382,363
8,1321
1,608
1,249
1,247
30,1
1,28
1,116
4,5
1,72
1,1382
1,3
1,847
1,608
1,602
1,1383
1,1
3,48
5,2
1,1084
104,18
1,4
1,1030
68,7
1,1389
8,70
1,3
1,102
56,51
1,1263
1,27
4,841
12,245
1,7
1,42
1,1382
1,1
1,1149
1,785
2,1088
13,1385
1,1
1,366
1,246
45,114
40,111
1,180
1,962
4,64
1,73
1,2
1,17
1,97
1,13
8,56
1,20
1,1146
1,428
4,20
4,1327
1,965
1,1388
1,305
1,366
1,1382
1,51
1,1144
1,188
5,426
93,429
1,1
1,1389
35,14
1,40
1,1
1,112
8,303
4,182
1,1266
1,58
1,729
1,184
1,34
8,1205
1,781
1,1205
583,9
1,189
1,67
1,28
1,1382
1,1086
292,1
1,28
1,67
1,8
56,28
1,18
1,1
3,1382
1,727
1,1263
38,1384
1,10
1,36
1,23
1,1
1,67
59,9
4,1
1,1
1,27
4,120
1,370
1,54
10,1
1,422
8,53
1,965
1,1
1,2
8,7
1,114
1,967
1,1
4,9
1,36
8,608
1,1
2,20
1,60
8,89
5,25
1,366
1,86
1,26
1,10
4,1386
1,142
1,39
1,1
1,70
8,109
1,60
112,4
43,53
1,968
1,49
1,62
502,369
1,1
20,1
8,1029
1,6
1,9
2,1
1,1027
1,1381
1,1146
1,1389
1,10
1,104
1,23
1,96
28,66
1,1325
1,28
8,248
1,1084
5,32
1,1382
1,88
1,1
1,5
1,12
1,1266
1,487
1,33
3,37
1,1
167,10
5,245
1,2
8,3
33,1
1,94
1,308
1,244
60,28
6,248
1,243
1,246
1,549
1,60
39,33
1,730
1,1323
1,15
8,1389
1,21
3,16
1,1086
1,1
1,46
1,58
1,246
1,1147
8,1390
1,485
10,189
4,53
1,126
1,31
187,424
1,71
4,481
40,303
1,66
1,1021
1,21
1,363
1,83
4,79
1,1326
8,52
1,1209
1,484
1,843
1,1
1,721
1,111
3,487
8,246
4,1
157,1321
1,1
1,247
1,1390
137,1141
1,15
1,1201
1,303
1,1
1,1390
1,186
1,784
1,5
1,303
1,26
15,1
1,542
1,1388
312,69
1,1201
8,3
1,1324
1,1328
1,93
1,1
1,1
1,45
1,43
1,241
1,1021
1,1262
1,1084
3,844
1,1
1,1269
1,58
1,54
1,60
2,24
1,5
23,90
1,47
1,72
3,8
1,4
1,33
1,904
1,92
57,183
1,363
1,846
1,90
4,250
1,243
5,1089
12,245
1,14
1,307
1,18
1,1328
1,1026
1,302
1,1321
1,1090
9,9
5,1026
1,36
4,4
1,1144
1,120
1,190
1,1
20,1
1,6
1,59
1,2
1,1
1,29
1,1
1,67
1,111
1,40
1,246
1,1390
4,23
1,189
1,489
1,60
1,1383
3,65
1,20
1,47
1,304
1,1262
1,1
1,2
61,1030
5,28
10,242
505,29
1,25
1,8
1,843
1,110
59,58
148,70
1,727
1,1
1,1389
1,97
4,24
1,76
1,182
1,846
1,185
8,8
1,41
1,24
1,54
9,22
1,1386
1,33
1,1022
1,485
1,1
33,108
1,39
1,668
1,43
1,1
1,29
18,54
42,47
1,35
1,1206
1,668
1,668
1,1
1,483
1,22
1,30
1,29
1,27
1,26
1,57
17,1144
1,249
597,22
29,1146
4,25
1,1
9,8
1,902
1,163
1,141
3,1149
1,61
1,16
68,1265
1,10
231,248
1,19
1,1
1,41
1,31
1,1
1,1390
1,1
1,90
299,2
24,185
1,52
1,1329
1,6
1,1025
1,59
1,79
1,27
6,56
44,7
1,1390
1,3
1,23
1,788
5,1
1,77
1,307
1,483
1,1
1,1147
22,30
1,542
1,1090
1,429
1,963
1,309
1,80
228,1
1,1
1,1030
1,721
212,60
1,1386
51,1082
1,53
8,29
8,243
1,429
4,59
3,1
1,34
1,9
3,1
1,24
1,21
1,309
1,1027
1,7
1,4
1,1207
1,1
1,35
1,19
1,246
4,1387
1,123
1,1
1,605
11,14
1,50
4,188
1,9
1,723
5,33
5,30
22,1
1,1384
1,1
1,12
1,39
51,26
1,1323
1,77
1,1150
5,52
66,38
15,1382
1,104
47,1
1,1386
62,41
1,962
96,185
1,58
1,730
1,1
1,22
1,248
1,1270
1,5
1,31
1,1387
1,59
4,1383
1,59
1,18
1,242
1,13
1,31
1,1
1,33
8,22
1,548
1,56
8,1146
1,78
1,8
1,1
1,25
1,1086
1,1264
3,57
8,30
1,35
161,10
1,79
1,59
1,88
1,1
3,98
1,61
