1,38
1,8
1,1
1,1
1,29
1,1146
1,28
20,58
8,58
1,16
1,1
1,22
1,190
18,15
1,18
1,33
5,422
1,661
1,1
1,1148
1,5
1,42
1,27
1,248
4,1
1,52
1,967
94,6
35,51
4,243
1,34
1,76
1,53
1,30
1,4
1,1387
8,6
1,1385
1,3
1,4
3,39
40,1089
1,1
5,548
52,903
1,664
4,7
1,52
1,49
1,4
1,1
1,24
29,963
1,1206
10,844
1,1322
1,427
1,70
1,6
1,1141
1,18
1,1084
4,6
51,53
1,184
5,549
1,542
1,52
1,47
1,49
3,36
1,1026
1,303
1,1144
1,89
1,120
24,1210
1,309
1,1
1,2
1,4
1,10
2,846
1,6
1,4
1,42
1,101
1,1326
1,32
1,304
1,301
1,23
2,23
54,1090
1,77
1,15
1,59
1,33
1,28
1,64
1,9
4,23
1,66
1,1
1,1328
1,60
4,965
1,1
1,550
1,1381
1,69
52,489
1,1
1,19
1,128
1,1085
1,7
1,302
1,242
1,45
4,8
5,44
1,608
1,27
36,30
1,1265
1,1210
3,6
1,1386
5,1026
1,89
16,1
1,1148
1,57
8,1
1,248
1,3
1,544
1,58
6,24
1,364
1,12
1,15
1,189
1,54
4,15
35,549
1,1
1,1
1,1
1,243
1,39
1,1202
1,1
1,6
1,24
8,1022
1,1388
1,304
1,1
4,7
8,56
8,1203
1,965
41,111
1,307
1,1
1,430
1,1382
1,47
1,9
9,1144
1,52
1,9
1,114
1,1142
1,109
1,243
1,1
1,1
1,3
1,1083
1,134
1,122
1,242
1,35
1,1
4,41
1,4
7,724
8,4
1,1148
9,15
1,483
3,1
1,243
20,98
4,1
1,249
1,241
1,56
4,310
1,242
1,370
1,26
1,244
1,8
1,1
1,1267
12,428
1,103
16,165
1,245
1,2
1,52
1,59
1,2
36,1
1,484
1,250
1,90
4,52
4,20
1,428
1,245
1,1
1,1
1,117
1,1
1,21
1,82
1,3
4,61
4,1328
66,1388
1,1385
1,1
8,541
1,92
1,1
1,1022
1,483
63,1390
11,1321
1,24
1,1
5,28
1,901
1,67
1,1148
1,1385
1,74
4,367
1,609
4,38
1,108
1,1022
1,24
